,Risk
183601,2.97
183602,3.46
183603,2.67
183604,3.12
183605,2.24
183606,3.09
183607,2.14
183608,2.75
183609,3.19
183610,2.63
183611,3.13
183612,1.89
183613,2.7
183614,1.85
183615,1.98
183616,3.04
183617,3.7
183618,2.94
183619,3.14
183620,2.62
183621,2.31
183622,2.75
183623,2.0
183624,2.47
183625,2.9
183626,2.94
183627,2.99
183628,2.53
183629,3.07
183630,2.07
183631,2.71
183632,3.13
183633,2.72
183634,3.15
183635,2.21
183636,2.54
183637,2.07
183638,3.4
183639,2.54
183640,2.38
183641,2.36
183642,2.25
183643,3.78
183644,2.04
183645,2.27
183646,2.62
183647,2.39
183648,2.54
183649,2.53
183650,2.24
183651,2.44
183652,2.58
183653,2.83
183654,2.53
183655,3.12
183656,2.35
183657,2.87
183658,2.43
183659,2.57
183660,2.28
183661,3.55
183662,2.92
183663,2.72
183664,1.95
183665,2.53
183666,2.41
183667,2.78
183668,2.67
183669,2.53
183670,2.75
183671,2.81
183672,2.12
183673,2.87
183674,2.78
183675,3.22
183676,2.25
183677,2.46
183678,2.59
183679,3.05
183680,2.92
183681,2.9
183682,1.92
183683,3.93
183684,2.84
183685,2.07
183686,3.33
183687,3.23
183688,1.88
183689,2.24
183690,2.69
183691,2.24
183692,2.89
183693,2.24
183694,3.1
183695,2.08
183696,3.5
183697,2.71
183698,2.49
183699,2.49
183700,2.66
183701,2.38
183702,2.75
183703,2.93
183704,2.21
183705,2.42
183706,2.57
183707,2.64
183708,3.24
183709,3.26
183710,1.69
183711,2.79
183712,1.29
183713,2.43
183714,2.85
183715,2.09
183716,3.74
183717,2.56
183718,2.31
183719,3.34
183720,3.12
183721,2.89
183722,2.87
183723,2.76
183724,2.25
183725,2.72
183726,2.37
183727,2.01
183728,3.02
183729,2.55
183730,2.65
183731,2.69
183732,2.84
183733,2.1
183734,2.92
183735,3.31
183736,2.71
183737,3.2
183738,1.8
183739,2.9
183740,2.62
183741,2.34
183742,2.95
183743,2.81
183744,2.88
183745,3.21
183746,3.17
183747,2.39
183748,2.56
183749,2.89
183750,2.01
183751,2.48
183752,2.68
183753,3.09
183754,2.81
183755,2.79
183756,2.17
183757,2.46
183758,3.08
183759,2.61
183760,2.62
183761,1.82
183762,3.68
183763,3.7
183764,2.32
183765,2.65
183766,1.91
183767,3.11
183768,2.5
183769,2.61
183770,2.72
183771,3.58
183772,2.33
183773,2.41
183774,2.23
183775,2.92
183776,2.27
183777,1.57
183778,2.58
183779,3.61
183780,2.68
183781,2.99
183782,3.44
183783,2.76
183784,1.58
183785,2.03
183786,3.18
183787,2.49
183788,2.98
183789,2.14
183790,3.01
183791,2.72
183792,1.89
183793,2.34
183794,2.33
183795,1.91
183796,3.34
183797,2.49
183798,2.59
183799,2.35
183800,3.74
183801,3.29
183802,3.55
183803,3.03
183804,2.67
183805,2.16
183806,2.16
183807,2.32
183808,3.05
183809,2.81
183810,2.22
183811,1.49
183812,4.2
183813,3.13
183814,2.45
183815,2.58
183816,3.44
183817,2.16
183818,2.76
183819,2.02
183820,3.22
183821,2.15
183822,1.47
183823,2.46
183824,2.69
183825,2.65
183826,2.63
183827,1.9
183828,2.06
183829,3.27
183830,2.07
183831,3.11
183832,2.83
183833,2.5
183834,2.77
183835,1.36
183836,2.32
183837,2.34
183838,2.62
183839,2.37
183840,2.31
183841,2.82
183842,2.09
183843,2.95
183844,2.77
183845,2.5
183846,1.08
183847,2.08
183848,1.91
183849,4.07
183850,2.71
183851,2.46
183852,2.75
183853,3.01
183854,3.24
183855,2.83
183856,3.09
183857,2.62
183858,2.38
183859,2.84
183860,3.07
183861,2.56
183862,2.47
183863,2.33
183864,3.31
183865,3.04
183866,2.89
183867,2.78
183868,3.31
183869,2.45
183870,3.55
183871,3.0
183872,2.8
183873,3.17
183874,2.65
183875,2.51
183876,3.18
183877,1.56
183878,2.75
183879,3.4
183880,3.41
183881,2.01
183882,2.61
183883,2.76
183884,3.38
183885,2.71
183886,2.63
183887,2.33
183888,1.75
183889,2.62
183890,2.72
183891,3.8
183892,2.8
183893,2.59
183894,3.12
183895,3.15
183896,2.2
183897,4.37
183898,3.12
183899,2.87
183900,2.52
183901,2.97
183902,3.03
183903,1.88
183904,2.09
183905,2.39
183906,2.9
183907,2.66
183908,3.67
183909,2.91
183910,3.13
183911,3.02
183912,2.27
183913,3.27
183914,2.51
183915,2.95
183916,2.91
183917,2.36
183918,2.31
183919,2.26
183920,1.87
183921,2.1
183922,1.82
183923,1.98
183924,3.01
183925,3.17
183926,2.54
183927,2.75
183928,2.52
183929,2.83
183930,3.24
183931,3.02
183932,2.59
183933,2.48
183934,2.2
183935,2.54
183936,1.74
183937,1.87
183938,2.86
183939,2.0
183940,2.89
183941,3.22
183942,3.85
183943,2.0
183944,2.3
183945,3.66
183946,2.45
183947,1.81
183948,2.78
183949,2.81
183950,2.37
183951,3.83
183952,2.03
183953,2.31
183954,2.26
183955,2.25
183956,2.83
183957,2.31
183958,2.51
183959,3.34
183960,2.21
183961,2.63
183962,3.99
183963,3.15
183964,2.69
183965,2.54
183966,2.37
183967,2.65
183968,2.78
183969,2.37
183970,3.24
183971,2.36
183972,1.54
183973,1.82
183974,2.63
183975,2.44
183976,2.73
183977,2.4
183978,2.78
183979,2.68
183980,3.19
183981,2.55
183982,1.81
183983,3.01
183984,2.89
183985,2.37
183986,2.2
183987,1.71
183988,4.03
183989,2.65
183990,2.34
183991,3.46
183992,2.43
183993,2.7
183994,3.08
183995,2.17
183996,2.65
183997,3.86
183998,2.78
183999,2.02
184000,3.01
184001,3.47
184002,2.61
184003,2.98
184004,2.68
184005,2.08
184006,2.53
184007,2.38
184008,3.39
184009,2.73
184010,2.43
184011,2.43
184012,2.5
184013,2.76
184014,2.78
184015,2.5
184016,2.73
184017,2.79
184018,1.63
184019,1.92
184020,1.66
184021,2.6
184022,2.11
184023,2.96
184024,2.27
184025,2.42
184026,2.16
184027,3.13
184028,1.82
184029,3.09
184030,1.95
184031,2.28
184032,2.09
184033,2.81
184034,2.26
184035,2.57
184036,3.13
184037,2.23
184038,2.39
184039,2.2
184040,2.75
184041,2.27
184042,2.03
184043,2.37
184044,2.59
184045,2.62
184046,2.27
184047,1.83
184048,2.26
184049,2.51
184050,2.49
184051,2.51
184052,2.43
184053,2.61
184054,2.96
184055,2.58
184056,2.3
184057,2.54
184058,2.75
184059,1.85
184060,2.54
184061,2.13
184062,1.83
184063,2.28
184064,2.95
184065,2.31
184066,2.97
184067,3.56
184068,2.85
184069,2.77
184070,2.97
184071,2.08
184072,3.32
184073,2.85
184074,2.96
184075,3.14
184076,2.36
184077,2.96
184078,2.07
184079,2.16
184080,2.21
184081,2.25
184082,3.61
184083,2.58
184084,2.52
184085,3.5
184086,2.86
184087,3.02
184088,2.73
184089,2.84
184090,3.07
184091,2.47
184092,3.07
184093,1.87
184094,2.79
184095,3.63
184096,2.33
184097,2.51
184098,1.84
184099,2.34
184100,1.96
184101,1.74
184102,3.02
184103,2.46
184104,1.95
184105,1.86
184106,1.99
184107,2.4
184108,3.48
184109,2.73
184110,2.83
184111,1.86
184112,1.69
184113,3.07
184114,3.11
184115,1.86
184116,2.48
184117,3.73
184118,3.29
184119,2.81
184120,2.44
184121,2.03
184122,2.84
184123,2.61
184124,3.24
184125,3.8
184126,2.35
184127,2.9
184128,2.3
184129,2.47
184130,3.24
184131,3.12
184132,2.88
184133,2.37
184134,2.2
184135,3.12
184136,3.22
184137,2.48
184138,2.42
184139,2.63
184140,2.83
184141,2.32
184142,3.86
184143,2.74
184144,2.44
184145,2.83
184146,2.31
184147,2.29
184148,2.81
184149,2.17
184150,2.34
184151,2.67
184152,2.1
184153,2.87
184154,1.78
184155,2.49
184156,3.05
184157,1.46
184158,3.01
184159,2.43
184160,2.82
184161,1.81
184162,3.04
184163,2.85
184164,3.26
184165,2.53
184166,2.88
184167,2.55
184168,1.86
184169,2.69
184170,2.09
184171,2.21
184172,2.52
184173,2.69
184174,2.93
184175,3.46
184176,2.96
184177,3.48
184178,2.38
184179,1.97
184180,3.58
184181,3.25
184182,2.45
184183,2.74
184184,2.91
184185,1.97
184186,2.59
184187,2.44
184188,1.77
184189,2.9
184190,2.94
184191,2.76
184192,3.24
184193,1.91
184194,3.33
184195,2.72
184196,1.76
184197,3.31
184198,1.95
184199,2.5
184200,2.23
184201,3.18
184202,2.04
184203,1.99
184204,2.6
184205,3.45
184206,2.57
184207,3.02
184208,3.12
184209,2.85
184210,3.12
184211,2.45
184212,3.28
184213,2.07
184214,1.51
184215,3.47
184216,2.09
184217,2.29
184218,2.49
184219,2.14
184220,3.78
184221,3.36
184222,1.48
184223,2.6
184224,2.23
184225,2.2
184226,2.06
184227,3.03
184228,2.38
184229,3.36
184230,1.92
184231,3.09
184232,3.58
184233,3.11
184234,2.6
184235,3.02
184236,2.46
184237,3.24
184238,2.84
184239,2.3
184240,2.47
184241,2.03
184242,2.21
184243,2.6
184244,1.71
184245,2.95
184246,3.41
184247,2.08
184248,2.39
184249,2.27
184250,1.48
184251,2.88
184252,3.07
184253,2.66
184254,1.88
184255,2.44
184256,2.1
184257,2.97
184258,3.04
184259,3.38
184260,3.62
184261,2.47
184262,3.11
184263,1.46
184264,1.64
184265,2.56
184266,2.3
184267,3.29
184268,3.87
184269,2.46
184270,2.85
184271,3.01
184272,2.49
184273,2.25
184274,2.76
184275,2.49
184276,3.27
184277,2.06
184278,2.34
184279,2.37
184280,2.36
184281,2.9
184282,2.05
184283,2.62
184284,2.71
184285,2.8
184286,2.21
184287,3.26
184288,2.44
184289,2.61
184290,2.96
184291,2.69
184292,2.82
184293,3.17
184294,2.45
184295,2.99
184296,2.57
184297,2.38
184298,2.84
184299,3.13
184300,2.76
184301,2.75
184302,3.15
184303,2.81
184304,2.82
184305,3.0
184306,2.77
184307,3.8
184308,2.41
184309,3.35
184310,3.69
184311,2.82
184312,4.49
184313,2.18
184314,2.34
184315,2.16
184316,3.51
184317,2.85
184318,2.64
184319,3.49
184320,2.28
184321,2.37
184322,2.35
184323,2.36
184324,2.22
184325,2.41
184326,3.21
184327,2.68
184328,2.61
184329,2.03
184330,2.5
184331,2.27
184332,2.68
184333,1.93
184334,2.03
184335,2.8
184336,3.4
184337,2.73
184338,2.89
184339,2.17
184340,2.71
184341,2.67
184342,2.11
184343,2.11
184344,2.6
184345,2.61
184346,3.04
184347,4.05
184348,3.02
184349,2.73
184350,3.38
184351,2.93
184352,2.8
184353,2.7
184354,2.12
184355,2.22
184356,2.42
184357,2.69
184358,2.33
184359,3.45
184360,2.34
184361,3.51
184362,1.26
184363,2.56
184364,2.5
184365,2.37
184366,1.73
184367,2.97
184368,3.06
184369,3.01
184370,2.97
184371,2.3
184372,3.16
184373,2.31
184374,2.64
184375,2.2
184376,3.56
184377,3.55
184378,2.37
184379,1.82
184380,3.2
184381,1.89
184382,2.96
184383,2.67
184384,2.81
184385,3.51
184386,1.43
184387,1.59
184388,1.7
184389,2.65
184390,3.8
184391,2.78
184392,1.92
184393,2.12
184394,2.18
184395,2.12
184396,2.99
184397,1.89
184398,2.49
184399,2.39
184400,2.45
184401,2.75
184402,2.96
184403,2.36
184404,2.0
184405,3.19
184406,1.97
184407,1.73
184408,2.78
184409,2.79
184410,3.49
184411,3.43
184412,3.14
184413,2.02
184414,3.23
184415,3.45
184416,2.24
184417,2.54
184418,2.74
184419,2.75
184420,3.74
184421,2.62
184422,1.53
184423,2.42
184424,2.18
184425,1.8
184426,2.81
184427,1.56
184428,3.16
184429,2.2
184430,3.78
184431,2.29
184432,1.39
184433,2.12
184434,3.88
184435,2.27
184436,2.53
184437,2.77
184438,2.2
184439,2.16
184440,2.51
184441,2.93
184442,2.63
184443,2.49
184444,2.58
184445,3.01
184446,2.21
184447,2.03
184448,2.89
184449,2.15
184450,2.25
184451,3.49
184452,3.08
184453,2.65
184454,2.51
184455,2.64
184456,3.6
184457,2.29
184458,1.89
184459,3.35
184460,2.54
184461,3.14
184462,2.14
184463,2.87
184464,2.38
184465,3.22
184466,2.56
184467,2.34
184468,1.33
184469,2.61
184470,2.37
184471,2.76
184472,2.7
184473,2.74
184474,2.24
184475,3.01
184476,2.79
184477,3.39
184478,2.44
184479,3.07
184480,2.29
184481,2.49
184482,3.79
184483,3.21
184484,3.79
184485,2.51
184486,2.8
184487,2.23
184488,3.1
184489,1.63
184490,3.32
184491,2.91
184492,2.63
184493,1.97
184494,2.42
184495,2.99
184496,3.28
184497,2.38
184498,2.72
184499,2.1
184500,2.82
184501,2.38
184502,2.57
184503,2.38
184504,2.17
184505,2.33
184506,2.81
184507,2.95
184508,2.49
184509,1.8
184510,2.94
184511,1.97
184512,2.45
184513,2.09
184514,2.02
184515,2.54
184516,2.56
184517,2.57
184518,2.49
184519,1.94
184520,2.26
184521,3.1
184522,2.57
184523,2.58
184524,2.68
184525,1.93
184526,2.98
184527,2.38
184528,2.19
184529,3.2
184530,2.37
184531,2.25
184532,2.57
184533,3.84
184534,2.26
184535,2.55
184536,1.91
184537,3.02
184538,2.25
184539,1.59
184540,2.76
184541,3.12
184542,2.62
184543,2.48
184544,2.41
184545,2.72
184546,2.17
184547,2.37
184548,3.39
184549,3.01
184550,2.15
184551,2.59
184552,2.61
184553,2.28
184554,2.42
184555,2.65
184556,2.6
184557,2.94
184558,3.79
184559,2.97
184560,3.03
184561,2.33
184562,1.8
184563,2.44
184564,3.02
184565,2.24
184566,1.51
184567,1.47
184568,2.67
184569,2.35
184570,2.97
184571,2.61
184572,2.46
184573,2.77
184574,2.47
184575,2.51
184576,2.54
184577,2.7
184578,2.29
184579,1.52
184580,2.91
184581,1.96
184582,2.79
184583,3.31
184584,2.35
184585,2.56
184586,3.96
184587,2.17
184588,3.23
184589,2.3
184590,2.5
184591,2.03
184592,2.56
184593,2.55
184594,1.95
184595,2.0
184596,2.75
184597,2.7
184598,2.67
184599,3.38
184600,2.52
184601,3.31
184602,3.54
184603,2.05
184604,1.93
184605,3.08
184606,2.5
184607,2.01
184608,2.72
184609,2.06
184610,2.79
184611,2.56
184612,2.17
184613,3.01
184614,2.75
184615,2.25
184616,1.95
184617,1.79
184618,2.63
184619,2.5
184620,2.22
184621,2.46
184622,1.96
184623,2.59
184624,2.92
184625,3.46
184626,2.41
184627,2.2
184628,2.97
184629,2.49
184630,1.75
184631,1.83
184632,2.42
184633,3.14
184634,3.7
184635,2.29
184636,2.18
184637,2.89
184638,2.92
184639,2.23
184640,2.11
184641,2.11
184642,2.09
184643,1.9
184644,3.23
184645,2.63
184646,1.31
184647,3.03
184648,2.31
184649,2.01
184650,2.87
184651,3.33
184652,2.62
184653,2.75
184654,1.95
184655,2.48
184656,2.88
184657,3.35
184658,3.01
184659,2.65
184660,3.44
184661,3.05
184662,3.65
184663,2.11
184664,3.3
184665,3.52
184666,3.14
184667,3.2
184668,3.14
184669,2.88
184670,2.4
184671,2.81
184672,3.08
184673,2.2
184674,2.65
184675,2.54
184676,2.61
184677,1.98
184678,2.36
184679,3.15
184680,2.54
184681,2.92
184682,2.69
184683,2.78
184684,1.96
184685,2.38
184686,2.86
184687,3.01
184688,3.28
184689,1.88
184690,2.11
184691,4.17
184692,2.02
184693,1.82
184694,2.95
184695,2.41
184696,2.3
184697,2.72
184698,2.52
184699,3.36
184700,1.81
184701,2.32
184702,2.29
184703,2.24
184704,2.83
184705,2.1
184706,2.61
184707,2.62
184708,2.33
184709,4.39
184710,3.74
184711,2.52
184712,2.8
184713,2.7
184714,2.71
184715,2.98
184716,3.29
184717,2.29
184718,3.46
184719,2.62
184720,1.86
184721,2.44
184722,1.7
184723,2.38
184724,3.17
184725,2.33
184726,2.27
184727,3.03
184728,2.96
184729,2.23
184730,2.41
184731,2.23
184732,1.62
184733,2.53
184734,2.51
184735,2.22
184736,3.08
184737,3.8
184738,2.33
184739,2.48
184740,3.14
184741,2.45
184742,2.43
184743,3.05
184744,2.99
184745,3.22
184746,2.47
184747,2.61
184748,2.75
184749,2.77
184750,3.7
184751,2.56
184752,3.21
184753,1.87
184754,3.06
184755,3.07
184756,4.05
184757,2.93
184758,3.28
184759,2.8
184760,3.22
184761,2.7
184762,2.57
184763,2.29
184764,3.71
184765,1.93
184766,2.83
184767,2.65
184768,2.0
184769,1.39
184770,2.36
184771,2.5
184772,2.17
184773,2.06
184774,2.77
184775,2.92
184776,2.65
184777,2.25
184778,2.49
184779,2.04
184780,2.35
184781,2.87
184782,3.38
184783,2.15
184784,2.16
184785,1.52
184786,2.04
184787,2.23
184788,2.4
184789,2.5
184790,2.27
184791,2.58
184792,2.5
184793,2.21
184794,2.81
184795,3.59
184796,2.13
184797,2.66
184798,2.65
184799,2.01
184800,3.2
184801,3.18
184802,3.57
184803,2.25
184804,2.67
184805,2.82
184806,2.93
184807,2.91
184808,2.87
184809,1.96
184810,1.75
184811,2.81
184812,1.99
184813,2.8
184814,2.6
184815,2.88
184816,1.61
184817,2.97
184818,3.02
184819,2.46
184820,2.8
184821,3.88
184822,2.09
184823,2.31
184824,2.33
184825,1.82
184826,2.65
184827,2.81
184828,2.75
184829,3.12
184830,2.6
184831,2.5
184832,1.7
184833,2.05
184834,1.74
184835,2.3
184836,2.57
184837,2.72
184838,1.16
184839,2.99
184840,2.92
184841,3.19
184842,1.71
184843,2.96
184844,2.77
184845,2.85
184846,2.08
184847,2.35
184848,2.75
184849,2.95
184850,2.83
184851,2.04
184852,3.23
184853,2.39
184854,1.18
184855,1.75
184856,2.28
184857,2.64
184858,2.4
184859,2.85
184860,2.49
184861,2.47
184862,2.77
184863,1.82
184864,2.96
184865,2.67
184866,2.48
184867,2.29
184868,2.21
184869,3.03
184870,2.09
184871,2.14
184872,2.87
184873,2.57
184874,3.47
184875,2.84
184876,2.02
184877,2.58
184878,4.75
184879,1.68
184880,2.08
184881,2.99
184882,2.69
184883,2.49
184884,2.34
184885,1.91
184886,1.79
184887,3.77
184888,2.37
184889,2.67
184890,2.26
184891,2.4
184892,1.99
184893,3.52
184894,1.59
184895,2.15
184896,2.69
184897,2.83
184898,1.47
184899,2.84
184900,3.19
184901,3.06
184902,2.39
184903,2.34
184904,3.75
184905,1.83
184906,2.76
184907,2.86
184908,2.59
184909,2.37
184910,3.18
184911,3.25
184912,3.15
184913,2.52
184914,1.63
184915,1.94
184916,2.03
184917,2.48
184918,2.18
184919,2.52
184920,2.52
184921,2.78
184922,2.46
184923,2.38
184924,3.93
184925,2.24
184926,3.24
184927,2.22
184928,2.72
184929,3.03
184930,3.05
184931,2.12
184932,2.28
184933,3.54
184934,2.06
184935,2.13
184936,2.03
184937,3.29
184938,2.16
184939,3.27
184940,3.57
184941,3.12
184942,2.69
184943,2.12
184944,2.99
184945,1.67
184946,3.24
184947,2.71
184948,2.92
184949,2.59
184950,3.1
184951,2.69
184952,2.47
184953,2.38
184954,2.08
184955,3.5
184956,2.81
184957,3.42
184958,2.62
184959,2.47
184960,2.62
184961,2.47
184962,2.97
184963,2.5
184964,2.47
184965,2.46
184966,2.81
184967,2.5
184968,2.09
184969,2.63
184970,1.89
184971,2.29
184972,2.59
184973,2.95
184974,3.4
184975,2.38
184976,2.76
184977,2.55
184978,2.72
184979,2.55
184980,3.25
184981,2.89
184982,2.55
184983,3.09
184984,2.91
184985,2.6
184986,2.02
184987,2.06
184988,2.79
184989,3.11
184990,2.72
184991,2.75
184992,3.02
184993,2.62
184994,2.71
184995,3.02
184996,2.75
184997,2.49
184998,3.1
184999,2.26
185000,2.39
185001,2.82
185002,2.8
185003,3.46
185004,3.59
185005,2.31
185006,2.94
185007,2.29
185008,2.19
185009,3.44
185010,2.65
185011,2.65
185012,1.53
185013,2.57
185014,3.46
185015,1.91
185016,2.22
185017,2.02
185018,3.01
185019,2.35
185020,3.13
185021,2.5
185022,2.28
185023,3.15
185024,2.74
185025,2.44
185026,2.96
185027,3.8
185028,2.23
185029,3.5
185030,3.09
185031,2.59
185032,2.17
185033,2.98
185034,1.74
185035,3.22
185036,2.94
185037,3.2
185038,2.35
185039,3.25
185040,2.95
185041,2.78
185042,2.76
185043,1.6
185044,2.54
185045,2.41
185046,3.01
185047,2.84
185048,3.33
185049,2.4
185050,2.87
185051,2.96
185052,2.39
185053,2.48
185054,2.54
185055,1.87
185056,2.49
185057,2.31
185058,2.93
185059,2.54
185060,2.99
185061,2.12
185062,3.12
185063,2.84
185064,2.42
185065,2.24
185066,3.03
185067,2.64
185068,2.55
185069,2.53
185070,2.49
185071,2.26
185072,2.9
185073,2.72
185074,3.02
185075,2.68
185076,2.26
185077,3.31
185078,1.98
185079,2.21
185080,1.88
185081,2.85
185082,1.93
185083,1.98
185084,1.84
185085,2.62
185086,3.15
185087,3.09
185088,4.21
185089,2.89
185090,2.06
185091,2.59
185092,2.95
185093,2.5
185094,2.64
185095,2.91
185096,2.79
185097,2.53
185098,3.32
185099,2.82
185100,2.45
185101,3.12
185102,2.63
185103,2.59
185104,2.16
185105,2.62
185106,3.07
185107,2.43
185108,3.7
185109,2.21
185110,2.02
185111,2.46
185112,2.73
185113,2.59
185114,2.64
185115,3.67
185116,2.81
185117,2.32
185118,2.61
185119,2.95
185120,2.79
185121,3.64
185122,2.93
185123,3.14
185124,2.49
185125,2.8
185126,2.73
185127,2.63
185128,2.81
185129,2.77
185130,2.99
185131,2.87
185132,2.66
185133,3.01
185134,2.66
185135,2.83
185136,3.6
185137,1.85
185138,3.13
185139,2.66
185140,2.13
185141,4.31
185142,3.15
185143,2.79
185144,2.15
185145,3.19
185146,3.07
185147,2.26
185148,3.48
185149,2.26
185150,2.07
185151,2.19
185152,2.46
185153,2.82
185154,3.27
185155,2.14
185156,1.95
185157,2.32
185158,2.75
185159,2.19
185160,2.43
185161,2.12
185162,2.4
185163,2.76
185164,3.27
185165,3.22
185166,2.27
185167,2.58
185168,2.81
185169,3.07
185170,2.23
185171,1.79
185172,1.68
185173,2.65
185174,2.89
185175,1.89
185176,2.12
185177,2.36
185178,2.67
185179,2.82
185180,2.93
185181,3.5
185182,1.51
185183,1.84
185184,2.58
185185,3.06
185186,2.33
185187,3.25
185188,3.51
185189,2.98
185190,3.13
185191,2.35
185192,2.43
185193,3.09
185194,2.63
185195,2.75
185196,2.83
185197,2.81
185198,3.54
185199,1.31
185200,2.49
185201,1.48
185202,2.72
185203,2.01
185204,1.66
185205,2.29
185206,2.53
185207,3.19
185208,3.37
185209,3.13
185210,2.24
185211,1.76
185212,3.69
185213,2.45
185214,2.21
185215,2.66
185216,3.04
185217,3.03
185218,2.04
185219,2.23
185220,2.24
185221,3.75
185222,1.88
185223,2.03
185224,2.79
185225,2.36
185226,2.38
185227,3.26
185228,1.9
185229,2.59
185230,2.43
185231,2.44
185232,2.72
185233,2.72
185234,2.98
185235,2.07
185236,3.44
185237,2.23
185238,1.61
185239,2.71
185240,2.03
185241,1.64
185242,3.06
185243,2.71
185244,2.17
185245,2.21
185246,3.04
185247,2.85
185248,1.96
185249,2.07
185250,2.67
185251,3.45
185252,2.88
185253,2.94
185254,2.91
185255,3.03
185256,1.4
185257,2.04
185258,2.62
185259,2.19
185260,2.65
185261,2.26
185262,2.72
185263,2.44
185264,3.36
185265,2.85
185266,3.1
185267,1.79
185268,2.14
185269,3.04
185270,3.71
185271,1.97
185272,2.48
185273,2.7
185274,2.03
185275,2.38
185276,3.62
185277,2.9
185278,2.73
185279,2.64
185280,1.56
185281,2.27
185282,2.52
185283,2.93
185284,2.3
185285,2.95
185286,3.23
185287,2.41
185288,1.63
185289,2.52
185290,2.22
185291,2.12
185292,2.83
185293,2.23
185294,2.42
185295,3.26
185296,2.58
185297,3.46
185298,2.47
185299,4.16
185300,1.64
185301,2.61
185302,3.31
185303,3.11
185304,2.58
185305,2.72
185306,1.91
185307,2.01
185308,2.83
185309,2.67
185310,1.89
185311,2.07
185312,2.07
185313,2.0
185314,1.77
185315,2.05
185316,2.25
185317,3.16
185318,3.05
185319,3.14
185320,2.01
185321,3.06
185322,3.1
185323,2.49
185324,3.64
185325,3.17
185326,3.65
185327,2.36
185328,2.49
185329,3.46
185330,2.41
185331,1.94
185332,1.61
185333,3.36
185334,2.54
185335,3.06
185336,1.88
185337,2.34
185338,3.4
185339,2.44
185340,2.61
185341,2.51
185342,2.48
185343,1.35
185344,2.78
185345,2.79
185346,2.23
185347,3.03
185348,1.8
185349,0.98
185350,2.4
185351,2.71
185352,2.25
185353,1.88
185354,1.89
185355,2.78
185356,0.91
185357,2.58
185358,2.84
185359,2.19
185360,3.32
185361,2.97
185362,2.55
185363,2.43
185364,1.91
185365,2.52
185366,2.74
185367,2.94
185368,2.85
185369,2.32
185370,2.87
185371,2.91
185372,2.62
185373,2.36
185374,2.44
185375,2.73
185376,2.08
185377,2.89
185378,3.09
185379,2.3
185380,2.53
185381,2.03
185382,2.82
185383,2.48
185384,2.83
185385,2.08
185386,2.75
185387,2.22
185388,2.51
185389,2.71
185390,2.81
185391,2.96
185392,2.42
185393,3.06
185394,2.52
185395,2.41
185396,2.72
185397,2.21
185398,1.77
185399,2.83
185400,2.34
185401,3.27
185402,2.06
185403,3.43
185404,3.07
185405,2.99
185406,2.21
185407,3.16
185408,2.49
185409,2.85
185410,3.57
185411,2.1
185412,1.54
185413,3.09
185414,2.6
185415,2.44
185416,3.08
185417,3.01
185418,3.58
185419,2.78
185420,2.48
185421,2.85
185422,2.36
185423,2.49
185424,3.22
185425,2.62
185426,2.57
185427,3.46
185428,2.8
185429,1.92
185430,2.95
185431,1.19
185432,3.27
185433,2.97
185434,2.92
185435,2.2
185436,2.55
185437,2.3
185438,2.69
185439,3.11
185440,3.04
185441,3.76
185442,2.79
185443,1.86
185444,1.65
185445,2.29
185446,3.28
185447,3.38
185448,2.17
185449,2.76
185450,1.79
185451,2.39
185452,2.9
185453,3.1
185454,2.82
185455,2.71
185456,2.38
185457,2.34
185458,2.48
185459,2.43
185460,2.55
185461,3.29
185462,2.24
185463,2.38
185464,2.86
185465,2.99
185466,2.62
185467,2.43
185468,2.37
185469,3.36
185470,2.57
185471,1.68
185472,3.7
185473,4.33
185474,1.99
185475,2.8
185476,2.72
185477,1.67
185478,2.19
185479,2.52
185480,2.83
185481,2.3
185482,2.53
185483,1.98
185484,2.93
185485,3.06
185486,2.39
185487,2.93
185488,3.39
185489,2.7
185490,2.58
185491,2.95
185492,2.24
185493,3.45
185494,2.37
185495,2.45
185496,2.22
185497,2.77
185498,3.1
185499,3.74
185500,2.7
185501,3.91
185502,1.87
185503,2.78
185504,2.52
185505,2.73
185506,2.74
185507,2.45
185508,3.44
185509,3.57
185510,2.17
185511,2.16
185512,2.24
185513,2.47
185514,3.04
185515,2.8
185516,2.87
185517,2.59
185518,3.08
185519,2.49
185520,1.39
185521,2.3
185522,2.03
185523,3.93
185524,1.82
185525,2.4
185526,2.42
185527,2.17
185528,2.32
185529,1.78
185530,3.3
185531,2.43
185532,3.48
185533,2.52
185534,3.3
185535,3.65
185536,2.74
185537,2.29
185538,3.23
185539,2.49
185540,2.66
185541,2.54
185542,2.89
185543,2.91
185544,1.87
185545,2.35
185546,3.4
185547,2.99
185548,3.21
185549,2.34
185550,2.77
185551,2.22
185552,2.54
185553,1.91
185554,2.65
185555,2.51
185556,1.95
185557,2.91
185558,2.16
185559,3.49
185560,2.28
185561,2.39
185562,2.21
185563,2.87
185564,2.07
185565,3.13
185566,3.12
185567,3.24
185568,3.73
185569,3.44
185570,2.73
185571,2.86
185572,2.03
185573,3.16
185574,2.85
185575,2.28
185576,2.43
185577,3.45
185578,2.63
185579,3.1
185580,3.12
185581,1.66
185582,2.96
185583,3.15
185584,2.52
185585,1.42
185586,3.07
185587,2.2
185588,2.33
185589,2.72
185590,2.79
185591,2.1
185592,2.58
185593,2.29
185594,2.32
185595,2.48
185596,2.66
185597,2.96
185598,2.48
185599,2.33
